ID,PHECODE
614,427.1
615,427.11
616,427.12
617,427.2
618,427.3
619,427.41
620,427.42
621,427.5
622,427.6
623,427.61
624,427.8
625,428.1
626,428.2
627,429.1
628,430.0
629,430.1
630,430.2
631,430.3
632,433.0
633,433.1
634,433.11
635,433.12
636,433.2
637,433.21
638,433.3
639,433.31
640,433.32
641,433.5
642,433.8
643,440.0
644,440.1
645,440.2
646,440.9
647,442.0
648,442.1
649,442.11
650,442.2
651,442.3
652,442.4
653,442.8
654,443.1
655,443.7
656,443.8
657,443.9
658,444.0
659,444.1
660,444.2
661,446.1
662,446.9
663,447.0
664,447.1
665,448.0
666,450.0
667,451.0
668,451.2
669,452.0
670,452.8
671,454.0
672,454.1
673,454.11
674,456.0
675,458.1
676,458.2
677,458.9
678,459.0
679,459.9
680,464.0
681,465.0
682,465.2
683,465.4
684,470.0
685,471.0
686,472.0
687,473.0
688,473.1
689,473.3
690,474.0
691,474.1
692,474.2
693,475.0
694,476.0
695,479.0
696,480.0
697,480.1
698,480.11
699,480.12
700,480.2
701,480.3
702,480.5
703,481.0
704,483.0
705,495.0
706,495.2
707,496.0
708,496.1
709,496.2
710,496.21
711,496.3
712,497.0
713,499.0
714,500.0
715,500.1
716,500.2
717,501.0
718,502.0
719,503.0
720,504.0
721,505.0
722,506.0
723,507.0
724,508.0
725,509.1
726,509.2
727,509.3
728,510.0
729,512.0
730,513.3
731,513.8
732,519.0
733,519.2
734,519.8
735,520.0
736,520.1
737,520.2
738,521.0
739,521.1
740,521.2
741,521.4
742,522.0
743,522.1
744,522.5
745,523.0
746,523.1
747,523.3
748,523.31
749,523.32
750,524.0
751,524.3
752,525.0
753,525.2
754,526.0
755,526.1
756,526.3
757,526.41
758,526.5
759,526.9
760,527.0
761,527.1
762,527.2
763,528.0
764,528.3
765,528.4
766,528.41
767,528.7
768,529.1
769,530.2
770,577.1
771,580.2
772,605.0
773,639.0
774,657.0
775,686.0
776,686.1
777,695.22
778,706.2
779,711.0
780,714.1
781,722.9
782,747.13
783,752.2
784,798.0
785,798.1
786,907.0
787,967.0
788,994.2
789,70.4
790,70.9
791,71.0
792,80.0
793,81.0
794,175.0
795,196.0
796,197.0
797,199.4
798,217.0
799,229.1
800,246.7
801,250.3
802,250.41
803,250.42
804,250.5
805,259.1
806,260.6
807,260.7
808,264.3
809,264.9
810,269.0
811,270.35
812,274.1
813,274.11
814,274.2
815,274.21
816,276.8
817,278.4
818,279.7
819,286.3
820,287.1
821,289.3
822,292.0
823,292.1
824,292.12
825,292.3
826,292.4
827,292.6
828,293.0
829,293.1
830,297.0
831,297.2
832,317.11
833,338.1
834,338.2
835,346.0
836,346.1
837,346.2
838,346.3
839,350.1
840,350.2
841,350.3
842,350.5
843,350.6
844,364.9
845,386.9
846,395.6
847,396.0
848,402.0
849,418.0
850,418.1
851,426.9
852,426.91
853,427.7
854,427.9
855,429.2
856,429.3
857,441.0
858,441.1
859,441.2
860,446.0
861,446.2
862,446.3
863,446.4
864,446.5
865,446.6
866,446.7
867,446.8
868,458.0
869,459.1
870,473.4
871,477.0
872,478.0
873,509.5
874,509.8
875,510.2
876,512.1
877,512.2
878,512.7
879,512.8
880,512.9
881,513.0
882,513.31
883,513.4
884,514.0
885,514.1
886,516.0
887,516.1
888,519.9
889,527.7
890,527.8
891,528.11
892,528.12
893,528.5
894,528.6
895,529.0
896,529.6
897,530.0
898,530.1
899,530.11
900,530.12
901,530.14
902,530.3
903,530.5
904,530.6
905,530.7
906,530.9
907,531.0
908,531.1
909,531.2
910,531.3
911,531.4
912,531.5
913,532.0
914,535.0
915,535.1
916,535.2
917,535.6
918,535.8
919,536.0
920,537.0
921,539.0
922,540.0
923,540.1
924,540.11
925,550.0
926,550.1
927,550.2
928,550.3
929,550.4
930,550.5
931,555.1
932,555.2
933,555.21
934,556.0
935,556.1
936,557.0
937,557.1
938,558.0
939,559.0
940,560.1
941,560.2
942,560.3
943,560.4
944,561.0
945,561.1
946,561.2
947,562.1
948,563.0
949,564.0
950,564.1
951,564.8
952,564.9
953,565.0
954,565.1
955,567.0
956,568.0
957,568.1
958,569.0
959,569.1
960,569.2
961,571.5
962,571.51
963,571.6
964,571.8
965,571.81
966,572.0
967,573.0
968,573.1
969,573.2
970,573.3
971,573.4
972,573.5
973,573.7
974,573.9
975,574.1
976,574.11
977,574.12
978,574.2
979,574.3
980,575.0
981,575.1
982,575.2
983,575.6
984,575.7
985,575.8
986,575.9
987,577.0
988,577.2
989,577.3
990,578.1
991,578.2
992,578.8
993,578.9
994,579.0
995,579.2
996,579.8
997,580.11
998,580.12
999,580.14
1000,580.31
1001,580.32
1002,585.1
1003,585.2
1004,585.3
1005,585.31
1006,586.0
1007,586.11
1008,586.12
1009,586.2
1010,586.3
1011,586.4
1012,587.0
1013,588.0
1014,588.1
1015,589.0
1016,590.0
1017,591.0
1018,592.1
1019,592.11
1020,592.12
1021,592.13
1022,592.2
1023,592.21
1024,592.3
1025,593.0
1026,594.0
1027,594.1
1028,594.2
1029,594.3
1030,594.8
1031,595.0
1032,596.0
1033,596.1
1034,596.5
1035,597.0
1036,597.1
1037,597.2
1038,598.0
1039,598.9
1040,599.0
1041,599.1
1042,599.2
1043,599.3
1044,599.4
1045,599.5
1046,599.6
1047,599.7
1048,599.8
1049,599.9
1050,600.0
1051,601.1
1052,601.11
1053,601.12
1054,601.3
1055,601.4
1056,601.8
1057,602.0
1058,603.0
1059,603.1
1060,603.2
1061,604.0
1062,604.1
1063,608.0
1064,609.1
1065,609.2
1066,610.1
1067,610.2
1068,610.3
1069,610.4
1070,610.8
1071,611.1
1072,611.3
1073,612.1
1074,612.2
1075,612.3
1076,613.0
1077,613.1
1078,613.5
1079,613.7
1080,613.8
1081,613.9
1082,614.0
1083,614.1
1084,614.3
1085,614.31
1086,614.32
1087,614.33
1088,614.4
1089,614.5
1090,614.51
1091,614.52
1092,614.53
1093,614.54
1094,615.0
1095,617.0
1096,618.0
1097,618.1
1098,618.2
1099,618.5
1100,618.6
1101,619.0
1102,619.1
1103,619.2
1104,619.3
1105,619.4
1106,619.5
1107,620.0
1108,621.0
1109,622.0
1110,622.1
1111,622.2
1112,623.0
1113,624.0
1114,624.1
1115,624.2
1116,624.9
1117,625.0
1118,625.1
1119,626.0
1120,626.1
1121,626.11
1122,626.12
1123,626.13
1124,626.14
1125,626.15
1126,626.2
1127,626.21
1128,626.4
1129,626.8
1130,627.0
1131,627.1
1132,627.2
1133,627.3
1134,627.4
1135,627.5
1136,628.0
1137,634.0
1138,634.1
1139,634.3
1140,635.0
1141,635.2
1142,635.3
1143,636.0
1144,636.2
1145,636.3
1146,636.8
1147,637.0
1148,638.0
1149,642.0
1150,642.1
1151,643.0
1152,643.1
1153,644.0
1154,645.0
1155,646.0
1156,647.0
1157,647.1
1158,647.3
1159,649.0
1160,649.1
1161,650.0
1162,651.0
1163,652.0
1164,653.0
1165,654.0
1166,654.1
1167,654.2
1168,655.0
1169,656.0
1170,656.1
1171,656.2
1172,656.22
1173,656.26
1174,656.3
1175,656.4
1176,656.5
1177,656.6
1178,656.7
1179,656.8
1180,656.9
1181,658.0
1182,661.0
1183,663.0
1184,665.0
1185,668.0
1186,669.0
1187,671.0
1188,674.0
1189,676.0
1190,679.0
1191,681.0
1192,681.1
1193,681.2
1194,681.3
1195,681.5
1196,681.6
1197,681.7
1198,686.2
1199,686.3
1200,686.4
1201,686.5
1202,687.0
1203,687.1
1204,687.2
1205,687.3
1206,687.4
1207,689.0
1208,690.0
1209,690.1
1210,691.0
1211,691.1
1212,691.3
1213,694.1
1214,694.2
1215,694.3
1216,695.1
1217,695.2
1218,695.21
1219,695.3
1220,695.41
1221,695.42
1222,695.7
1223,695.8
1224,695.81
1225,695.9
1226,696.2
1227,696.3
1228,696.4
1229,696.41
1230,696.42
1231,697.0
1232,698.0
1233,700.0
1234,701.0
1235,701.1
1236,701.2
1237,701.3
1238,701.4
1239,701.5
1240,701.6
1241,702.0
1242,702.1
1243,702.2
1244,702.4
1245,703.0
1246,703.1
1247,704.0
1248,704.1
1249,704.11
1250,704.12
1251,704.2
1252,704.8
1253,705.0
1254,705.1
1255,705.3
1256,705.8
1257,706.1
1258,706.8
1259,707.0
1260,707.1
1261,709.2
1262,709.3
1263,709.4
1264,709.5
1265,709.6
1266,709.7
1267,710.0
1268,710.11
1269,710.12
1270,710.19
1271,710.3
1272,711.1
1273,711.2
1274,711.3
1275,712.0
1276,713.0
1277,713.5
1278,714.0
1279,714.2
1280,715.0
1281,715.1
1282,715.2
1283,715.3
1284,716.0
1285,716.2
1286,716.3
1287,716.8
1288,716.9
1289,717.0
1290,720.0
1291,721.0
1292,721.1
1293,721.2
1294,721.8
1295,722.1
1296,722.3
1297,722.6
1298,722.7
1299,722.8
1300,723.0
1301,723.1
1302,724.8
1303,724.9
1304,726.0
1305,726.1
1306,726.2
1307,726.3
1308,726.4
1309,727.0
1310,727.1
1311,727.2
1312,727.4
1313,727.5
1314,727.6
1315,727.7
1316,728.0
1317,728.1
1318,728.2
1319,728.7
1320,728.71
1321,729.0
1322,729.1
1323,729.3
1324,731.0
1325,731.1
1326,732.0
1327,732.1
1328,732.7
1329,733.0
1330,733.2
1331,733.4
1332,733.8
1333,735.0
1334,735.1
1335,735.2
1336,735.21
1337,735.23
1338,735.3
1339,736.0
1340,736.2
1341,737.0
1342,737.1
1343,737.2
1344,737.3
1345,738.0
1346,738.4
1347,739.0
1348,740.1
1349,740.11
1350,740.12
1351,740.2
1352,740.9
1353,741.0
1354,741.1
1355,741.2
1356,741.3
1357,741.4
1358,741.5
1359,741.6
1360,742.0
1361,742.1
1362,742.2
1363,742.8
1364,742.9
1365,743.11
1366,743.2
1367,743.21
1368,743.4
1369,743.9
1370,745.0
1371,747.0
1372,747.1
1373,747.11
1374,747.12
1375,747.2
1376,748.0
1377,749.0
1378,749.1
1379,749.2
1380,750.0
1381,750.1
1382,750.11
1383,750.13
1384,750.14
1385,750.15
1386,750.2
1387,750.21
1388,750.22
1389,750.5
1390,751.1
1391,751.11
1392,751.12
1393,751.2
1394,751.21
1395,751.22
1396,751.3
1397,752.0
1398,752.1
1399,752.11
1400,753.0
1401,753.1
1402,753.2
1403,754.0
1404,754.2
1405,755.0
1406,755.1
1407,755.3
1408,755.4
1409,755.6
1410,755.61
1411,756.0
1412,756.1
1413,756.2
1414,756.21
1415,756.22
1416,756.3
1417,756.5
1418,757.0
1419,758.0
1420,758.1
1421,759.0
1422,759.1
1423,760.0
1424,761.0
1425,764.0
1426,765.0
1427,766.0
1428,769.0
1429,770.0
1430,771.0
1431,771.1
1432,772.0
1433,772.1
1434,772.4
1435,773.0
1436,780.0
1437,781.0
1438,781.2
1439,782.3
1440,782.6
1441,783.0
1442,785.0
1443,788.0
1444,789.0
1445,790.0
1446,790.1
1447,790.6
1448,791.0
1449,793.0
1450,793.2
1451,794.0
1452,797.0
1453,797.1
1454,800.0
1455,800.1
1456,800.2
1457,800.3
1458,800.4
1459,801.0
1460,801.1
1461,802.0
1462,803.0
1463,803.1
1464,803.2
1465,803.3
1466,804.0
1467,805.0
1468,807.0
1469,809.0
1470,817.0
1471,818.0
1472,819.0
1473,830.0
1474,835.0
1475,836.0
1476,840.0
1477,840.3
1478,850.0
1479,851.0
1480,853.0
1481,854.0
1482,857.0
1483,858.0
1484,859.0
1485,860.0
1486,870.0
1487,870.1
1488,870.2
1489,870.3
1490,870.4
1491,870.5
1492,870.6
1493,870.8
1494,871.0
1495,871.3
1496,871.4
1497,872.0
1498,873.0
1499,874.0
1500,913.0
1501,915.0
1502,916.0
1503,930.0
1504,931.0
1505,938.0
1506,938.1
1507,938.2
1508,939.0
1509,941.0
1510,942.0
1511,946.0
1512,947.0
1513,949.0
1514,949.1
1515,952.0
1516,958.0
1517,958.1
1518,958.2
1519,960.0
1520,960.1
1521,960.2
1522,961.0
1523,961.1
1524,962.0
1525,962.3
1526,963.0
1527,963.1
1528,964.0
1529,964.1
1530,965.0
1531,965.1
1532,965.3
1533,966.0
1534,969.0
1535,971.0
1536,972.0
1537,973.0
1538,974.0
1539,975.0
1540,976.0
1541,979.0
1542,981.0
1543,983.0
1544,984.0
1545,985.0
1546,986.0
1547,987.0
1548,988.0
1549,989.0
1550,990.0
1551,1000.0
1552,1001.0
1553,1002.0
1554,1004.0
1555,1005.0
1556,1006.0
1557,1007.0
1558,1008.0
1559,1009.0
1560,1010.0
1561,1011.0
1562,1012.0
1563,1013.0
1564,1014.0
1565,1015.0
1566,1019.0
1567,1100.0
